sentence_id	text	class_label	hashtags	mentions	sentiment_category	text_length_category	class_label_encoded	hashtags_frequency	hashtags_sentiment	hashtags_topics
39086	That is simply not the case...	No	[]	[]	negative	0-10	0	0	0.0	0
39105	"You did say that."	Yes	[]	[]	negative	0-10	1	0	0.0	0
39120	So why didn't he do it for 47 years?	Yes	[]	[]	negative	0-10	1	0	0.0	0
39129	The Green New Deal is a hundred trillion dollars...	Yes	[]	[]	negative	0-10	1	0	0.0	0
39132	The Green New Deal is not my plan...	Yes	[]	[]	negative	0-10	1	0	0.0	0
39135	If you knew anything about...	No	[]	[]	negative	0-10	0	0	0.0	0
39139	He made a statement about the military.	No	[]	[]	negative	0-10	0	0	0.0	0
39189	They should go to iwillvote.com.	No	[]	[]	negative	0-10	0	0	0.0	0
39198	And this is all about trying to dissuade people from voting because he's trying to conf--to scare people into thinking that it's not going to be legitimate.	Yes	[]	[]	negative	21-30	1	0	0.0	0
39203	"If you're able to vote in person, vote in person."	No	[]	[]	positive	0-10	0	0	0.0	0
39216	"Just make sure you understand, you have it in your control to determine what this country is gonna like the next four years."	No	[]	[]	neutral	21-30	0	0	0.0	0
39217	"Is it going to change, or are you going to get four more years of these lies?"	No	[]	[]	positive	11-20	0	0	0.0	0
39224	"From the day I came down the escalator with our first lady, they were a disaster."	No	[]	[]	neutral	11-20	0	0	0.0	0
39256	Take a at what happened in New Jersey.	No	[]	[]	neutral	0-10	0	0	0.0	0
39296	"You do a solicited ballot, and that's okay..."	No	[]	[]	positive	0-10	0	0	0.0	0
39305	... like they used to in the old...	No	[]	[]	neutral	0-10	0	0	0.0	0
39309	Did you see what's going on?	No	[]	[]	negative	0-10	0	0	0.0	0
39342	"When you file-when you get a ballot and you fill it out, you're supposed to have an affidavit."	No	[]	[]	negative	11-20	0	0	0.0	0
39353	... sent in and swamping the system...	No	[]	[]	negative	0-10	0	0	0.0	0
39373	"In Philadelphia, they went in to watch."	No	[]	[]	negative	0-10	0	0	0.0	0
39392	I'll tell you what it means...	No	[]	[]	negative	0-10	0	0	0.0	0
39394	It means you have a fraudulent election.	Yes	[]	[]	negative	0-10	1	0	0.0	0
39412	Some of these ballots in some states can't even be opened until election day.	Yes	[]	[]	negative	11-20	1	0	0.0	0
39414	"And by the way, our military--they've been voting by ballots for since the end of the Civil War, in effect."	Yes	[]	[]	negative	11-20	1	0	0.0	0
39421	Take a at Carolyn Maloney's race...	No	[]	[]	negative	0-10	0	0	0.0	0
39430	"The fact is, I will accept it, and he will too."	No	[]	[]	negative	11-20	0	0	0.0	0
39435	"If it's not me, I'll support the outcome."	No	[]	[]	negative	0-10	0	0	0.0	0
39479	You see the spikes in Europe and many other places right now.	Yes	[]	[]	neutral	11-20	1	0	0.0	0
39480	"If you notice, the mortality rate is down, 85%."	Yes	[]	[]	negative	0-10	1	0	0.0	0
39481	"The excess mortality rate is way down, and much lower than almost any other country."	Yes	[]	[]	negative	11-20	1	0	0.0	0
39492	"I can tell you from personal experience that I was in the hospital, I had it."	No	[]	[]	negative	11-20	0	0	0.0	0
39497	"Whether it's four months or a lifetime, nobody's been able to say that, but I'm immune."	No	[]	[]	positive	11-20	0	0	0.0	0
39506	"If you hear nothing else I say tonight, hear this."	No	[]	[]	negative	0-10	0	0	0.0	0
39507	"Anyone who's responsible for not taking control - in fact, not saying, I take no responsibility, initially - anyone who is responsible for that many deaths should not remain as President of the United States of America."	No	[]	[]	neutral	31-40	0	0	0.0	0
39508	"We're in a situation where there are thousands of deaths a day, a thousand deaths a day."	Yes	[]	[]	negative	11-20	1	0	0.0	0
39510	"Compared to what's going on in Europe, as the New England Medical Journal said, they're starting from a very low rate."	Yes	[]	[]	neutral	21-30	1	0	0.0	0
39514	"And we're in a circumstance where the President, thus far, still has no plan."	Yes	[]	[]	neutral	11-20	1	0	0.0	0
39517	"I would make sure we move in the direction of rapid testing, investing in rapid testing."	No	[]	[]	positive	11-20	0	0	0.0	0
39526	"No, it's not a guarantee but it will be by the end of the year, but I think it has a good chance."	No	[]	[]	very_positive	21-30	0	0	0.0	0
39543	Make sure it's totally transparent.	No	[]	[]	neutral	0-10	0	0	0.0	0
39550	I don't think we're going to have a dark winter at all.	No	[]	[]	negative	11-20	0	0	0.0	0
39553	"When I closed and banned China from coming in heavily infected, and then ultimately Europe, but China was in January - months later he was saying I was xenophobic, I did it too soon."	Yes	[]	[]	negative	31-40	1	0	0.0	0
39560	"His own person who ran that for him who, as you know was his chief of staff, said 'It was catastrophic, it was horrible, we didn't know what we were doing.'"	Yes	[]	[]	negative	31-40	1	0	0.0	0
39565	"And he did it late, after 40 countries had already done that."	Yes	[]	[]	very_negative	11-20	1	0	0.0	0
39586	I'd love to put myself in the basement or in a beautiful room in the White House and go away for a year and a half until it disappears.	No	[]	[]	positive	21-30	0	0	0.0	0
39601	Can I respond to that?	No	[]	[]	negative	0-10	0	0	0.0	0
39615	What should they do about the danger?	No	[]	[]	negative	0-10	0	0	0.0	0
39625	"They kept it from going into the rest of China, for the most part, but they didn't keep it from coming out to the world including Europe and ourselves."	Yes	[]	[]	positive	21-30	1	0	0.0	0
39627	"The fact is, that when we knew it was coming, when it hit - what happened?"	No	[]	[]	negative	11-20	0	0	0.0	0
39673	"I think we have to respond, if I might."	No	[]	[]	negative	0-10	0	0	0.0	0
39679	And he supports all these people.	Yes	[]	[]	negative	0-10	1	0	0.0	0
39685	"Young people, I guess it's their immune system."	No	[]	[]	neutral	0-10	0	0	0.0	0
39697	"There's depression, alcohol, drugs at a level that nobody's ever seen before."	Yes	[]	[]	negative	11-20	1	0	0.0	0
39704	We're gonna be able to walk and chew gum at the same time.	No	[]	[]	neutral	11-20	0	0	0.0	0
39720	"I mean, you're going to sit there in a cubicle wrapped around with plastic?"	No	[]	[]	very_negative	11-20	0	0	0.0	0
39723	"For so many years, I loved it."	No	[]	[]	very_positive	0-10	0	0	0.0	0
39735	The money's already been passed to do that.	Yes	[]	[]	negative	0-10	1	0	0.0	0
39737	"Kristen, New York has lost more than 40000 people."	Yes	[]	[]	positive	0-10	1	0	0.0	0
39746	"We can't let that happen, Joe, you can't let that happen."	No	[]	[]	negative	11-20	0	0	0.0	0
39747	"We have to open up and we understand the disease, we have to protect our seniors, we have to protect our elderly, we have to protect, especially, our seniors with heart problems and diabetes problems, and we will protect them."	No	[]	[]	negative	31-40	0	0	0.0	0
39775	"But, guess what, in the meantime, we find out in the New York Times the other day that in fact, his folks went to Wall Street and said, 'this is a really dangerous thing,' and a memo out of that meeting - not from his administration, but from some of the brokers - said, 'sell short, because we gotta get moving."	Yes	[]	[]	negative	61-70	1	0	0.0	0
39786	But I don't want to do that because it puts me in a bad position.	No	[]	[]	very_negative	11-20	0	0	0.0	0
39788	You shouldn't be bringing up Wall Street.	No	[]	[]	negative	0-10	0	0	0.0	0
39793	"In fact, we beat Hillary Clinton with a tiny fraction of the money that she was able to get."	Yes	[]	[]	neutral	11-20	1	0	0.0	0
39794	Don't tell me about Wall Street.	No	[]	[]	negative	0-10	0	0	0.0	0
39806	They will pay a price.	No	[]	[]	negative	0-10	0	0	0.0	0
39809	They will pay a price if I'm elected.	No	[]	[]	negative	0-10	0	0	0.0	0
39820	We are in a situation where we have foreign countries trying to interfere in the outcome of our election.	Yes	[]	[]	negative	11-20	1	0	0.0	0
39823	"He's being fed information that is Russian, that is not true."	Yes	[]	[]	negative	11-20	1	0	0.0	0
39837	Joe got three and a half million dollars from Russia.	Yes	[]	[]	negative	0-10	1	0	0.0	0
39839	You got three and a half million dollars.	Yes	[]	[]	negative	0-10	1	0	0.0	0
39840	"Your family got three and a half million dollars and you know someday, you're gonna have to explain - why did you get three and a half?"	Yes	[]	[]	negative	21-30	1	0	0.0	0
39841	I never got any money from Russia.	Yes	[]	[]	negative	0-10	1	0	0.0	0
39848	I sold - while he was selling pillows and sheets - I sold tank busters to Ukraine.	Yes	[]	[]	negative	11-20	1	0	0.0	0
39850	"And I'll tell you, they were so bad."	No	[]	[]	very_negative	0-10	0	0	0.0	0
39851	"They took over the submarine port."	Yes	[]	[]	negative	0-10	1	0	0.0	0
39856	"They were paying you a lot of money and they probably still are, but now, with what came out today, it's even worse."	Yes	[]	[]	very_negative	21-30	1	0	0.0	0
39867	"We learn that this President paid 50 times the tax in China, has a secret bank account with China, does business in China, and in fact, is talking about me taking money?"	Yes	[]	[]	very_negative	31-40	1	0	0.0	0
39868	"I have not taken a single penny from any country whatsoever, ever, number one."	Yes	[]	[]	negative	11-20	1	0	0.0	0
39876	The foreign countries are paying you a lot.	Yes	[]	[]	negative	0-10	1	0	0.0	0
39886	"I want to do it, and it will show how successful, how great this company is."	No	[]	[]	extremely_positive	11-20	0	0	0.0	0
39895	"So, I already prepaid it."	Yes	[]	[]	negative	0-10	1	0	0.0	0
39902	"Number two, I don't make money from China, you do."	Yes	[]	[]	negative	0-10	1	0	0.0	0
39908	"I don't know, maybe you're not."	No	[]	[]	negative	0-10	0	0	0.0	0
39910	Your son said we have to give 10% to the big man.	Yes	[]	[]	negative	11-20	1	0	0.0	0
39918	I get treated worse than the Tea Party got treated.	No	[]	[]	very_negative	0-10	0	0	0.0	0
39938	"Come on, come on, folks."	No	[]	[]	negative	0-10	0	0	0.0	0
39940	I was put through a phony witch hunt for three years.	Yes	[]	[]	negative	11-20	1	0	0.0	0
39973	"His son didn't have a job for a long time, was sadly no longer in the military service, I won't get into that."	No	[]	[]	neutral	21-30	0	0	0.0	0
39980	"Everybody investigated that, no one said anything he did was wrong in Ukraine."	Yes	[]	[]	very_negative	11-20	1	0	0.0	0
39994	"Excuse me, and then unlike him, where he's Vice President, and he does business, I then decided to run for president after that."	No	[]	[]	negative	21-30	0	0	0.0	0
40004	"What I'd make China do is play by the international rules, not like he has done."	No	[]	[]	negative	11-20	0	0	0.0	0
40018	"We need to be having the rest of our friends with us, saying to China, these are the rules."	No	[]	[]	negative	11-20	0	0	0.0	0
40025	His son walked out with a billion and a half dollars from China -	Yes	[]	[]	negative	11-20	1	0	0.0	0
40034	"China is paying."	Yes	[]	[]	neutral	0-10	1	0	0.0	0
40059	"You're sitting at the kitchen table this morning deciding, we can't get new tires, they're bald, because we have to wait another month or so."	No	[]	[]	neutral	21-30	0	0	0.0	0
40075	"Let's get off the subject of China, let's talk around sitting around the table."	No	[]	[]	negative	11-20	0	0	0.0	0
40082	"So, when I met with Barack Obama, we sat in the White House, right at the beginning had a great conversation, was supposed to be 15 minutes and it was over an hour."	No	[]	[]	positive	31-40	0	0	0.0	0
40111	On the condition that he would agree that he would be drawing down his nuclear capacity to get -- the Korean Peninsula should be a nuclear free zone.	No	[]	[]	neutral	21-30	0	0	0.0	0
40138	Remember the first two or three months.	No	[]	[]	neutral	0-10	0	0	0.0	0
40150	"Through the legislature, I terminated the individual mandate."	Yes	[]	[]	negative	0-10	1	0	0.0	0
40152	The individual mandate -- where you have to pay a fortune for the privilege of not having to pay for bad health insurance.	Yes	[]	[]	very_negative	21-30	1	0	0.0	0
40153	I terminated it; it's gone.	Yes	[]	[]	negative	0-10	1	0	0.0	0
40156	I could have gone the other route and made everybody very unhappy.	No	[]	[]	very_negative	11-20	0	0	0.0	0
40163	I don't know that it's going to work.	No	[]	[]	negative	0-10	0	0	0.0	0
40168	"What I would like to do is a much better health care, much better."	No	[]	[]	positive	11-20	0	0	0.0	0
40169	"We'll always protect people with pre-existing - so I'd like to terminate Obamacare, come up with a brand new beautiful health care."	No	[]	[]	positive	21-30	0	0	0.0	0
40172	"And I think we're going to win the House, okay?"	No	[]	[]	very_positive	0-10	0	0	0.0	0
40173	"You'll see, but I think we're gonna win the House."	No	[]	[]	extremely_positive	0-10	0	0	0.0	0
40175	"We have 180 million people out there that have great private health care, far more than we're talking about with Obamacare."	Yes	[]	[]	positive	21-30	1	0	0.0	0
40212	"It's gotten endorsed by all the major labor unions as, as a whole range of other people who in fact, are concerned in the medical field."	Yes	[]	[]	neutral	21-30	1	0	0.0	0
40214	"And this is going to give some people an opportunity, an opportunity to have health care for their children, how many of you home are worried and rolling around in bed at night wondering what in God's name are you going to do if you get sick?"	No	[]	[]	negative	41-50	0	0	0.0	0
40218	"Excuse me, he was there for 47 years - he didn't do it."	Yes	[]	[]	negative	11-20	1	0	0.0	0
40245	"And they're going to have lower premiums, you can buy into the better plans, the cheaper plans, lower your premiums, deal with unexpected billing, and have your drug prices drop significantly."	No	[]	[]	positive	31-40	0	0	0.0	0
40252	And this whole country will come down.	No	[]	[]	neutral	0-10	0	0	0.0	0
40263	"And the idea that we're in a situation and are going to destroy Medicare - this is the guy that the actuary of Medicare said, 'If in fact' - and, social security - 'If, in fact, he continues to withhold his plan to withhold the tax on Social Security, Social Security will be bankrupt by 2023, with no way to make up for it."	Yes	[]	[]	negative	61-70	1	0	0.0	0
40271	Go back and at the records.	No	[]	[]	negative	0-10	0	0	0.0	0
40286	What happens to the ordinary people out there?	No	[]	[]	very_negative	0-10	0	0	0.0	0
40291	And he doesn't come from Scranton.	No	[]	[]	negative	0-10	0	0	0.0	0
40313	"And it's gone through, including the Democrats, in all fairness."	Yes	[]	[]	negative	0-10	1	0	0.0	0
40331	And at what's happening.	No	[]	[]	negative	0-10	0	0	0.0	0
40338	What's the matter with these guys.	No	[]	[]	negative	0-10	0	0	0.0	0
40342	We were going to take care of everything for them.	No	[]	[]	negative	0-10	0	0	0.0	0
40349	"If I get elected, I'm not gonna - I'm running as a proud Democrat, but I'm gonna be an American president."	No	[]	[]	positive	21-30	0	0	0.0	0
40351	"What I see is American, United States."	No	[]	[]	negative	0-10	0	0	0.0	0
40356	They allowed the federal government to deficit spend to compensate for the United States of America.	Yes	[]	[]	negative	11-20	1	0	0.0	0
40361	"I do, because I think one of the things we're gonna have to do is we're gonna have to bail them out, too."	No	[]	[]	negative	21-30	0	0	0.0	0
40365	"They passed a package that allows us to be able to call PPP, money's supposed to go to help them do everything from organize how they could deal with their businesses being open safely."	Yes	[]	[]	positive	31-40	1	0	0.0	0
40374	I think it should be a state option.	No	[]	[]	negative	0-10	0	0	0.0	0
40378	"We have to help, it's very important."	No	[]	[]	very_positive	0-10	0	0	0.0	0
40416	And then they had a picture in a certain newspaper.	No	[]	[]	neutral	0-10	0	0	0.0	0
40422	"But a lot of these kids come out without the parents, they come over through cartels and through coyotes and through gangs."	Yes	[]	[]	negative	21-30	1	0	0.0	0
40439	"Who built the cages, Joe?"	No	[]	[]	negative	0-10	0	0	0.0	0
40443	And now they cannot find over 500 sets of those parents and those kids are alone.	Yes	[]	[]	negative	11-20	1	0	0.0	0
40455	"I'd love you to ask that, who built the cages?"	No	[]	[]	positive	0-10	0	0	0.0	0
40464	"And the fact is, I've made it very clear, within 100 days, I'm going to send to the United States Congress a pathway to citizenship for over 11 million undocumented people."	No	[]	[]	neutral	31-40	0	0	0.0	0
40482	"The catch and release, you know what he's talking about there?"	No	[]	[]	negative	11-20	0	0	0.0	0
40488	That's never happened before in America.	Yes	[]	[]	negative	0-10	1	0	0.0	0
